Gene Name,Index
Ccdc6,3745
Ccdc60,3746
Ccdc61,3747
Ccdc62,3748
Ccdc63,3749
Ccdc65,3750
Ccdc66,3751
Ccdc68,3752
Ccdc69,3753
Ccdc71,3754
Ccdc71l,3755
Ccdc73,3756
Ccdc74a,3757
Ccdc77,3758
Ccdc78,3759
Ccdc8,3760
Ccdc80,3761
Ccdc81,3762
Ccdc82,3763
Ccdc83,3764
Ccdc84,3765
Ccdc85a,3766
Ccdc85b,3767
Ccdc85c,3768
Ccdc86,3769
Ccdc87,3770
Ccdc88a,3771
Ccdc88b,3772
Ccdc88c,3773
Ccdc89,3774
Ccdc9,3775
Ccdc90b,3776
Ccdc91,3777
Ccdc92,3778
Ccdc92b,3779
Ccdc93,3780
Ccdc96,3781
Ccdc97,3782
Ccdc9b,3783
Ccer2,3784
Cchcr1,3785
Cck,3786
Cckar,3787
Cckbr,3788
Ccl11,3789
Ccl12,3790
Ccl17,3791
Ccl19,3792
Ccl2,3793
Ccl20,3794
Ccl21a,3795
Ccl22,3796
Ccl24,3797
Ccl25,3798
Ccl27a,3799
Ccl27a.2,3800
Ccl27b,3801
Ccl28,3802
Ccl3,3803
Ccl4,3804
Ccl5,3805
Ccl6,3806
Ccl7,3807
Ccl8,3808
Ccl9,3809
Ccm2,3810
Ccm2l,3811
Ccn1,3812
Ccn2,3813
Ccn3,3814
Ccn4,3815
Ccn5,3816
Ccn6,3817
Ccna1,3818
Ccna2,3819
Ccnb1,3820
Ccnb1ip1,3821
Ccnb2,3822
Ccnc,3823
Ccnd1,3824
Ccnd2,3825
Ccnd3,3826
Ccndbp1,3827
Ccne1,3828
Ccne2,3829
Ccnf,3830
Ccng1,3831
Ccng2,3832
Ccnh,3833
Ccni,3834
Ccnj,3835
Ccnjl,3836
Ccnk,3837
Ccnl1,3838
Ccnl2,3839
Ccno,3840
Ccnq,3841
Ccnt1,3842
Ccnt2,3843
Ccny,3844
Ccnyl1,3845
Ccp110,3846
Ccpg1,3847
Ccpg1os,3848
Ccr1,3849
Ccr10,3850
Ccr2,3851
Ccr3,3852
Ccr5,3853
Ccr7,3854
Ccr9,3855
Ccrl2,3856
Ccs,3857
Ccsap,3858
Ccser1,3859
Ccser2,3860
Cct2,3861
Cct3,3862
Cct4,3863
Cct5,3864
Cct6a,3865
Cct6b,3866
Cct7,3867
Cct8,3868
Cct8l1,3869
Ccz1,3870
Cd101,3871
Cd109,3872
Cd14,3873
Cd151,3874
Cd163,3875
Cd163l1,3876
Cd164,3877
Cd164l2,3878
Cd177,3879
Cd180,3880
Cd1d1,3881
Cd2,3882
Cd200,3883
Cd200r1,3884
Cd200r2,3885
Cd200r4,3886
Cd207,3887
Cd209a,3888
Cd209b,3889
Cd209c,3890
Cd209d,3891
Cd209e,3892
Cd209f,3893
Cd209g,3894
Cd22,3895
Cd244a,3896
Cd247,3897
Cd248,3898
Cd24a,3899
Cd27,3900
Cd274,3901
Cd276,3902
Cd28,3903
Cd2ap,3904
Cd2bp2,3905
Cd300a,3906
Cd300c2,3907
Cd300e,3908
Cd300lb,3909
Cd300ld,3910
Cd300ld4,3911
Cd300lf,3912
Cd300lg,3913
Cd302,3914
Cd320,3915
Cd33,3916
Cd34,3917
Cd36,3918
Cd37,3919
Cd38,3920
Cd3d,3921
Cd3e,3922
Cd3eap,3923
Cd3g,3924
Cd4,3925
Cd40,3926
Cd44,3927
Cd46,3928
Cd47,3929
Cd48,3930
Cd5,3931
Cd52,3932
Cd53,3933
Cd55,3934
Cd59a,3935
Cd59b,3936
Cd5l,3937
Cd6,3938
Cd63,3939
Cd68,3940
Cd69,3941
Cd7,3942
Cd70,3943
Cd72,3944
Cd74,3945
Cd79a,3946
Cd79b,3947
Cd80,3948
Cd81,3949
Cd82,3950
Cd83,3951
Cd84,3952
Cd86,3953
Cd8a,3954
Cd8b1,3955
Cd9,3956
Cd93,3957
Cd96,3958
Cd99l2,3959
Cda,3960
Cdadc1,3961
Cdan1,3962
Cdc123,3963
Cdc14a,3964
Cdc14b,3965
Cdc16,3966
Cdc20,3967
Cdc23,3968
Cdc25a,3969
Cdc25b,3970
Cdc25c,3971
Cdc26,3972
Cdc27,3973
Cdc34,3974
Cdc34b,3975
Cdc37,3976
Cdc37l1,3977
Cdc40,3978
Cdc42,3979
Cdc42bpa,3980
Cdc42bpb,3981
Cdc42bpg,3982
Cdc42ep1,3983
Cdc42ep2,3984
Cdc42ep3,3985
Cdc42ep4,3986
Cdc42ep5,3987
Cdc42se1,3988
Cdc42se2,3989
Cdc45,3990
Cdc5l,3991
Cdc6,3992
Cdc7,3993
Cdc73,3994
Cdca2,3995
Cdca3,3996
Cdca4,3997
Cdca5,3998
Cdca7,3999
Cdca7l,4000
Cdca8,4001
Cdcp1,4002
Cdh1,4003
Cdh10,4004
Cdh11,4005
Cdh12,4006
Cdh13,4007
Cdh15,4008
Cdh17,4009
Cdh18,4010
Cdh19,4011
Cdh2,4012
Cdh20,4013
Cdh22,4014
Cdh23,4015
Cdh24,4016
Cdh26,4017
Cdh3,4018
Cdh4,4019
Cdh5,4020
Cdh6,4021
Cdh7,4022
Cdh8,4023
Cdh9,4024
Cdhr1,4025
Cdhr2,4026
Cdhr3,4027
Cdhr4,4028
Cdhr5,4029
Cdip1,4030
Cdipt,4031
Cdiptos,4032
Cdk1,4033
Cdk10,4034
Cdk11b,4035
Cdk12,4036
Cdk13,4037
Cdk14,4038
Cdk15,4039
Cdk16,4040
Cdk17,4041
Cdk18,4042
Cdk19,4043
Cdk19os,4044
Cdk2,4045
Cdk20,4046
Cdk2ap1,4047
Cdk2ap2,4048
Cdk4,4049
Cdk5,4050
Cdk5r1,4051
Cdk5r2,4052
Cdk5rap1,4053
Cdk5rap2,4054
Cdk5rap3,4055
Cdk6,4056
Cdk7,4057
Cdk8,4058
Cdk9,4059
Cdkal1,4060
Cdkl1,4061
Cdkl2,4062
Cdkl3,4063
Cdkl4,4064
Cdkl5,4065
Cdkn1a,4066
Cdkn1b,4067
Cdkn1c,4068
Cdkn2a,4069
Cdkn2aip,4070
Cdkn2aipnl,4071
Cdkn2b,4072
Cdkn2c,4073
Cdkn2d,4074
Cdkn3,4075
Cdnf,4076
Cdo1,4077
Cdon,4078
Cdpf1,4079
Cdr1,4080
Cdr1os,4081
Cdr2,4082
Cdr2l,4083
Cdrt4,4084
Cdrt4os1,4085
Cds1,4086
Cds2,4087
Cdsn,4088
Cdt1,4089
Cdv3,4090
Cdx1,4091
Cdyl,4092
Cdyl2,4093
Ceacam1,4094
Ceacam10,4095
Ceacam15,4096
Ceacam16,4097
Ceacam18,4098
Ceacam2,4099
Ceacam3,4100
Ceacam9,4101
Cebpa,4102
Cebpb,4103
Cebpd,4104
Cebpe,4105
Cebpg,4106
Cebpz,4107
Cebpzos,4108
Cecr2,4109
Cel,4110
Cela1,4111
Celf1,4112
Celf2,4113
Celf3,4114
Celf4,4115
Celf5,4116
Celf6,4117
Celrr,4118
Celsr1,4119
Celsr2,4120
Celsr3,4121
Cemip,4122
Cemip2,4123
Cend1,4124
Cenpa,4125
Cenpb,4126
Cenpc1,4127
Cenpe,4128
Cenpf,4129
Cenph,4130
Cenpi,4131
Cenpj,4132
Cenpk,4133
Cenpl,4134
Cenpm,4135
Cenpn,4136
Cenpo,4137
Cenpp,4138
Cenpq,4139
Cenps,4140
Cenpt,4141
Cenpu,4142
Cenpv,4143
Cenpw,4144
Cenpx,4145
Cep104,4146
Cep112,4147
Cep112it,4148
Cep120,4149
Cep126,4150
Cep128,4151
Cep131,4152
Cep135,4153
Cep152,4154
Cep162,4155
Cep164,4156
Cep170,4157
Cep170b,4158
Cep19,4159
Cep192,4160
Cep250,4161
Cep290,4162
Cep295,4163
Cep295nl,4164
Cep350,4165
Cep41,4166
Cep44,4167
Cep55,4168
Cep57,4169
Cep57l1,4170
Cep63,4171
Cep68,4172
Cep70,4173
Cep72,4174
Cep76,4175
Cep78,4176
Cep83,4177
Cep83os,4178
Cep85,4179
Cep85l,4180
Cep89,4181
Cep95,4182
Cep97,4183
Cept1,4184
Cer1,4185
Cercam,4186
Cerk,4187
Cerkl,4188
Cers1,4189
Cers2,4190
Cers3,4191
Cers4,4192
Cers5,4193
Cers6,4194
Ces1a,4195
Ces1b,4196
Ces1c,4197
Ces1d,4198
Ces1f,4199
Ces1g,4200
Ces1h,4201
Ces2a,4202
Ces2b,4203
Ces2e,4204
Ces2g,4205
Ces3a,4206
Ces4a,4207
Ces5a,4208
Cetn2,4209
Cetn3,4210
Cetn4,4211
Cfap100,4212
Cfap126,4213
Cfap157,4214
Cfap161,4215
Cfap20,4216
Cfap206,4217
Cfap221,4218
Cfap298,4219
Cfap299,4220
Cfap300,4221
Cfap36,4222
Cfap410,4223
Cfap43,4224
Cfap44,4225
Cfap45,4226
Cfap46,4227
Cfap47,4228
Cfap52,4229
Cfap53,4230
Cfap54,4231
Cfap57,4232
Cfap58,4233
Cfap61,4234
Cfap65,4235
Cfap69,4236
Cfap70,4237
Cfap73,4238
Cfap74,4239
Cfap77,4240
Cfap97,4241
Cfap97d2,4242
Cfap99,4243
Cfb,4244
Cfc1,4245
Cfdp1,4246
Cfh,4247
Cfhr2,4248
Cfi,4249
Cfl1,4250
Cfl2,4251
Cflar,4252
Cfp,4253
Cftr,4254
Cga,4255
Cgas,4256
Cggbp1,4257
Cgn,4258
Cgnl1,4259
Cgref1,4260
Cgrrf1,4261
Ch25h,4262
Chac1,4263
Chac2,4264
Chad,4265
Chadl,4266
Chaf1a,4267
Chaf1b,4268
Champ1,4269
Chat,4270
Chchd1,4271
Chchd10,4272
Chchd2,4273
Chchd3,4274
Chchd4,4275
Chchd5,4276
Chchd6,4277
Chchd7,4278
Chd1,4279
Chd1l,4280
Chd2,4281
Chd3,4282
Chd4,4283
Chd5,4284
Chd6,4285
Chd7,4286
Chd8,4287
Chd9,4288
Chdh,4289
Chek1,4290
Chek2,4291
Cherp,4292
Chfr,4293
Chga,4294
Chgb,4295
Chia1,4296
Chic1,4297
Chic2,4298
Chid1,4299
Chil1,4300
Chil3,4301
Chil5,4302
Chil6,4303
Chit1,4304
Chka,4305
Chkb,4306
Chl1,4307
Chm,4308
Chml,4309
Chmp1a,4310
Chmp1b,4311
Chmp2a,4312
Chmp2b,4313
Chmp3,4314
Chmp4b,4315
Chmp4c,4316
Chmp5,4317
Chmp6,4318
Chmp7,4319
Chn1,4320
Chn1os1,4321
Chn1os3,4322
Chn2,4323
Chodl,4324
Chordc1,4325
Chp1,4326
Chp2,4327
Chpf,4328
Chpf2,4329
Chpt1,4330
Chrac1,4331
Chrd,4332
Chrdl1,4333
Chrdl2,4334
Chrm1,4335
Chrm2,4336
Chrm3,4337
Chrm4,4338
Chrm5,4339
Chrna1,4340
Chrna10,4341
Chrna1os,4342
Chrna2,4343
Chrna3,4344
Chrna4,4345
Chrna5,4346
Chrna6,4347
Chrna7,4348
Chrna9,4349
Chrnb1,4350
Chrnb2,4351
Chrnb3,4352
Chrnb4,4353
Chrne,4354
Chst1,4355
Chst10,4356
Chst11,4357
Chst12,4358
Chst13,4359
Chst14,4360
Chst15,4361
Chst2,4362
Chst3,4363
Chst4,4364
Chst5,4365
Chst7,4366
Chst8,4367
Chst9,4368
Chsy1,4369
Chsy3,4370
Chtf18,4371
Chtf8,4372
Chtop,4373
Chuk,4374
Churc1,4375
Ciao1,4376
Ciao2a,4377
Ciao2b,4378
Ciao3,4379
Ciapin1,4380
Ciart,4381
Cib1,4382
Cib2,4383
Cib3,4384
Cic,4385
Cidea,4386
Cideb,4387
Cidec,4388
Ciita,4389
Cilp,4390
Cilp2,4391
Cinp,4392
Cip2a,4393
Cipc,4394
Cir1,4395
Cirbp,4396
Cisd1,4397
Cisd2,4398
Cisd3,4399
Cish,4400
Cit,4401
Cited1,4402
Cited2,4403
Cited4,4404
Ciz1,4405
Ckap2,4406
Ckap2l,4407
Ckap4,4408
Ckap5,4409
Ckb,4410
Cklf,4411
Ckm,4412
Ckmt1,4413
Ckmt2,4414
Cks1b,4415
Cks1brt,4416
Cks2,4417
Clasp1,4418
Clasp2,4419
Clasrp,4420
Clba1,4421
Clca1,4422
Clca2,4423
Clca3a1,4424
Clca3a2,4425
Clca4a,4426
Clca4b,4427
Clcc1,4428
Clcf1,4429
Clcn1,4430
Clcn2,4431
Clcn3,4432
Clcn4,4433
Clcn5,4434
Clcn6,4435
Clcn7,4436
Clcnka,4437
Clcnkb,4438
Cldn1,4439
Cldn10,4440
Cldn11,4441
Cldn12,4442
Cldn14,4443
Cldn15,4444
Cldn18,4445
Cldn19,4446
Cldn2,4447
Cldn20,4448
Cldn22,4449
Cldn23,4450
Cldn3,4451
Cldn34b2,4452
Cldn34c1,4453
Cldn4,4454
Cldn5,4455
Cldn6,4456
Cldn7,4457
Cldn8,4458
Cldn9,4459
Cldnd1,4460
Cldnd2,4461
Clec10a,4462
Clec11a,4463
Clec12a,4464
Clec12b,4465
Clec14a,4466
Clec16a,4467
Clec18a,4468
Clec1a,4469
Clec1b,4470
Clec2d,4471
Clec2e,4472
Clec2f,4473
Clec2h,4474
Clec2i,4475
Clec2l,4476
Clec3b,4477
Clec4a1,4478
Clec4a2,4479
Clec4a3,4480
Clec4b1,4481
Clec4d,4482
Clec4e,4483
Clec4f,4484
Clec4g,4485
Clec4n,4486
Clec5a,4487
Clec9a,4488
Clgn,4489
Clhc1,4490
Clic1,4491
Clic3,4492
Clic4,4493
Clic5,4494
Clic6,4495
Clint1,4496
Clip1,4497
Clip2,4498
Clip3,4499
Clip4,4500
Clk1,4501
Clk2,4502
Clk3,4503
Clk4,4504
Clmn,4505
Clmp,4506
Cln3,4507
Cln5,4508
Cln6,4509
Cln8,4510
Clnk,4511
Clns1a,4512
Clock,4513
Clp1,4514
Clpb,4515
Clpp,4516
Clps,4517
Clptm1,4518
Clptm1l,4519
Clpx,4520
Clrn1,4521
Clrn3,4522
Clspn,4523
Clstn1,4524
Clstn2,4525
Clstn3,4526
Clta,4527
Cltb,4528
Cltc,4529
Cltrn,4530
Clu,4531
Cluap1,4532
Cluh,4533
Clvs1,4534
Clvs2,4535
Clybl,4536
Cmah,4537
Cmas,4538
Cmbl,4539
Cmc1,4540
Cmc2,4541
Cmc4,4542
Cmip,4543
Cmklr1,4544
Cmpk1,4545
Cmpk2,4546
Cmss1,4547
Cmtm2b,4548
Cmtm3,4549
Cmtm4,4550
Cmtm5,4551
Cmtm6,4552
Cmtm7,4553
Cmtm8,4554
Cmtr1,4555
Cmtr2,4556
Cmya5,4557
Cnbd2,4558
Cnbp,4559
Cndp1,4560
Cndp2,4561
Cnep1r1,4562
Cnfn,4563
Cnga2,4564
Cnga3,4565
Cnga4,4566
Cngb1,4567
Cngb3,4568
Cnih1,4569
Cnih2,4570
Cnih3,4571
Cnih4,4572
Cnksr1,4573
Cnksr2,4574
Cnksr3,4575
Cnmd,4576
Cnn1,4577
Cnn2,4578
Cnn3,4579
Cnnm1,4580
Cnnm2,4581
Cnnm3,4582
Cnnm4,4583
Cnot1,4584
Cnot10,4585
Cnot11,4586
Cnot2,4587
Cnot3,4588
Cnot4,4589
Cnot6,4590
Cnot6l,4591
Cnot7,4592
Cnot8,4593
Cnot9,4594
Cnp,4595
Cnppd1,4596
Cnpy1,4597
Cnpy2,4598
Cnpy3,4599
Cnpy4,4600
Cnr1,4601
Cnr2,4602
Cnrip1,4603
Cnst,4604
Cntd1,4605
Cntf,4606
Cntfr,4607
Cntln,4608
Cntn1,4609
Cntn2,4610
Cntn3,4611
Cntn4,4612
Cntn5,4613
Cntn6,4614
Cntnap1,4615
Cntnap2,4616
Cntnap3,4617
Cntnap4,4618
Cntnap5a,4619
Cntnap5b,4620
Cntnap5c,4621
Cntrl,4622
Cntrob,4623
Coa3,4624
Coa4,4625
Coa5,4626
Coa6,4627
Coa7,4628
Coasy,4629
Cobl,4630
Cobll1,4631
Coch,4632
Cog1,4633
Cog2,4634
Cog3,4635
Cog4,4636
Cog5,4637
Cog6,4638
Cog7,4639
Cog8,4640
Coil,4641
Col10a1,4642
Col11a1,4643
Col11a2,4644
Col12a1,4645
Col13a1,4646
Col14a1,4647
Col15a1,4648
Col16a1,4649
Col17a1,4650
Col18a1,4651
Col19a1,4652
Col1a1,4653
Col1a2,4654
Col20a1,4655
Col22a1,4656
Col23a1,4657
Col24a1,4658
Col25a1,4659
Col26a1,4660
Col27a1,4661
Col28a1,4662
Col2a1,4663
Col3a1,4664
Col4a1,4665
Col4a2,4666
Col4a3,4667
Col4a3bp,4668
Col4a4,4669
Col4a5,4670
Col4a6,4671
Col5a1,4672
Col5a2,4673
Col5a3,4674
Col6a1,4675
Col6a2,4676
Col6a3,4677
Col6a4,4678
Col6a5,4679
Col6a6,4680
Col7a1,4681
Col8a1,4682
Col8a2,4683
Col9a1,4684
Col9a2,4685
Col9a3,4686
Colca2,4687
Colec10,4688
Colec11,4689
Colec12,4690
Colgalt1,4691
Colgalt2,4692
Colq,4693
Commd1,4694
Commd10,4695
Commd2,4696
Commd3,4697
Commd4,4698
Commd5,4699
Commd6,4700
Commd7,4701
Commd8,4702
Commd9,4703
Comp,4704
Comt,4705
Comtd1,4706
Cop1,4707
Copa,4708
Copb1,4709
Copb2,4710
Cope,4711
Copg1,4712
Copg2,4713
Coprs,4714
Cops2,4715
Cops3,4716
Cops4,4717
Cops5,4718
Cops6,4719
Cops7a,4720
Cops7b,4721
Cops8,4722
Cops9,4723
Copz1,4724
Copz2,4725
Coq10a,4726
Coq10b,4727
Coq2,4728
Coq3,4729
Coq4,4730
Coq5,4731
Coq6,4732
Coq7,4733
Coq8a,4734
Coq8b,4735
Coq9,4736
Corin,4737
Coro1a,4738
Coro1b,4739
Coro1c,4740
Coro2a,4741
Coro2b,4742
Coro6,4743
Coro7,4744
Cort,4745
Cotl1,4746
Cox10,4747
Cox11,4748
Cox14,4749
Cox15,4750
Cox16,4751
Cox17,4752
Cox18,4753
Cox19,4754
Cox20,4755
Cox4i1,4756
Cox4i2,4757
Cox5a,4758
Cox5b,4759
Cox6a1,4760
Cox6a2,4761
Cox6b1,4762
Cox6b2,4763
Cox6c,4764
Cox7a1,4765
Cox7a2,4766
Cox7a2l,4767
Cox7b,4768
Cox7b2,4769
Cox7c,4770
Cox8a,4771
Cox8b,4772
Cox8c,4773
Cp,4774
Cpa2,4775
Cpa3,4776
Cpa4,4777
Cpa5,4778
Cpa6,4779
Cpb1,4780
Cpb2,4781
Cpd,4782
Cpe,4783
Cpeb1,4784
Cpeb2,4785
Cpeb3,4786
Cpeb4,4787
Cped1,4788
Cphx3,4789
Cplane1,4790
Cplane2,4791
Cplx1,4792
Cplx2,4793
Cplx3,4794
Cplx4,4795
Cpm,4796
Cpn1,4797
Cpn2,4798
Cpne1,4799
Cpne2,4800
Cpne3,4801
Cpne4,4802
Cpne5,4803
Cpne6,4804
Cpne7,4805
Cpne8,4806
Cpne9,4807
Cpox,4808
Cpped1,4809
Cpq,4810
Cps1,4811
Cpsf1,4812
Cpsf2,4813
Cpsf3,4814
Cpsf4,4815
Cpsf4l,4816
Cpsf6,4817
Cpsf7,4818
Cpt1a,4819
Cpt1b,4820
Cpt1c,4821
Cpt2,4822
Cptp,4823
Cpvl,4824
Cpxm1,4825
Cpxm2,4826
Cpz,4827
Cr1l,4828
Cr2,4829
Crabp1,4830
Crabp2,4831
Cracr2a,4832
Cracr2b,4833
Cradd,4834
Cramp1l,4835
Crat,4836
Crb1,4837
Crb2,4838
Crb3,4839
Crbn,4840
Crcp,4841
Crct1,4842
Creb1,4843
Creb3,4844
Creb3l1,4845
Creb3l2,4846
Creb3l3,4847
Creb3l4,4848
Creb5,4849
Crebbp,4850
Crebl2,4851
Crebrf,4852
Crebzf,4853
Creg1,4854
Creg2,4855
Creld1,4856
Creld2,4857
Crem,4858
Crh,4859
Crhbp,4860
Crhr1,4861
Crhr2,4862
Crim1,4863
Crip1,4864
Crip2,4865
Crip3,4866
Cript,4867
Crisp1,4868
Crisp2,4869
Crispld1,4870
Crispld2,4871
Crk,4872
Crkl,4873
Crlf1,4874
Crlf2,4875
Crlf3,4876
Crls1,4877
Crmp1,4878
Crnde,4879
Crnkl1,4880
Crocc,4881
Crocc2,4882
Crot,4883
Crp,4884
Crppa,4885
Crtac1,4886
Crtam,4887
Crtap,4888
Crtc1,4889
Crtc2,4890
Crtc3,4891
Crx,4892
Crxos,4893
Cry1,4894
Cry2,4895
Cryaa,4896
Cryab,4897
Cryba1,4898
Cryba2,4899
Cryba4,4900
Crybb1,4901
Crybb2,4902
Crybb3,4903
Crybg1,4904
Crybg2,4905
Crybg3,4906
Cryga,4907
Cryge,4908
Crygf,4909
Crygn,4910
Crygs,4911
Cryl1,4912
Crym,4913
Cryz,4914
Cryzl1,4915
Cryzl2,4916
Cs,4917
Csad,4918
Csdc2,4919
Csde1,4920
Cse1l,4921
Csf1,4922
Csf1r,4923
Csf2ra,4924
Csf2rb,4925
Csf2rb2,4926
Csf3,4927
Csf3r,4928
Csgalnact1,4929
Csgalnact2,4930
Csk,4931
Csmd1,4932
Csmd2,4933
Csmd3,4934
Csn1s1,4935
Csnk1a1,4936
Csnk1d,4937
Csnk1e,4938
Csnk1g1,4939
Csnk1g2,4940
Csnk1g3,4941
Csnk2a1,4942
Csnk2a2,4943
Csnk2b,4944
Cspg4,4945
Cspg5,4946
Cspp1,4947
Csprs,4948
Csrnp1,4949
Csrnp2,4950
Csrnp3,4951
Csrp1,4952
Csrp2,4953
Csrp3,4954
Cst11,4955
Cst12,4956
Cst13,4957
Cst3,4958
Cst6,4959
Cst7,4960
Csta2,4961
Cstad,4962
Cstb,4963
Cstdc1,4964
Cstdc2,4965
Cstdc4,4966
Cstf1,4967
Cstf2,4968
Cstf2t,4969
Cstf3,4970
Ctbp1,4971
Ctbp2,4972
Ctbs,4973
Ctc1,4974
Ctcf,4975
Ctcflos,4976
Ctdnep1,4977
Ctdp1,4978
Ctdsp1,4979
Ctdsp2,4980
Ctdspl,4981
Ctdspl2,4982
Ctf1,4983
Cth,4984
Cthrc1,4985
Ctif,4986
Ctla2a,4987
Ctla2b,4988
Ctla4,4989
Ctnna1,4990
Ctnna2,4991
Ctnna3,4992
Ctnnal1,4993
Ctnnb1,4994
Ctnnbip1,4995
Ctnnbl1,4996
Ctnnd1,4997
Ctnnd2,4998
Ctns,4999
Ctps,5000
Ctps2,5001
Ctr9,5002
Ctrl,5003
Ctsa,5004
Ctsb,5005
Ctsc,5006
Ctsd,5007
Ctse,5008
Ctsf,5009
Ctsh,5010
Ctsk,5011
Ctsl,5012
Ctso,5013
Ctss,5014
Ctsw,5015
Ctsz,5016
Cttn,5017
Cttnbp2,5018
Cttnbp2nl,5019
Ctu1,5020
Ctu2,5021
Ctxn1,5022
Ctxn2,5023
Ctxn3,5024
Cubn,5025
Cuedc1,5026
Cuedc2,5027
Cul1,5028
Cul2,5029
Cul3,5030
Cul4a,5031
Cul4b,5032
Cul5,5033
Cul7,5034
Cul9,5035
Cuta,5036
Cutal,5037
Cutc,5038
Cux1,5039
Cux2,5040
Cuzd1,5041
Cwc15,5042
Cwc22,5043
Cwc25,5044
Cwc27,5045
Cwf19l1,5046
Cwf19l2,5047
Cwh43,5048
Cx3cl1,5049
Cx3cr1,5050
Cxadr,5051
Cxcl1,5052
Cxcl10,5053
Cxcl12,5054
Cxcl13,5055
Cxcl14,5056
Cxcl16,5057
Cxcl2,5058
Cxcl3,5059
Cxcl5,5060
Cxcl9,5061
Cxcr2,5062
Cxcr3,5063
Cxcr4,5064
Cxcr5,5065
Cxcr6,5066
Cxxc1,5067
Cxxc4,5068
Cxxc5,5069
Cyb561,5070
Cyb561a3,5071
Cyb561d1,5072
Cyb561d2,5073
Cyb5a,5074
Cyb5b,5075
Cyb5d1,5076
Cyb5d2,5077
Cyb5r1,5078
Cyb5r2,5079
Cyb5r3,5080
Cyb5r4,5081
Cyb5rl,5082
Cyba,5083
Cybb,5084
Cybc1,5085
Cybrd1,5086
Cyc1,5087
Cycs,5088
Cyct,5089
Cyfip1,5090
Cyfip2,5091
Cygb,5092
Cyhr1,5093
Cyld,5094
Cym,5095
Cyp11a1,5096
Cyp11b1,5097
Cyp17a1,5098
Cyp19a1,5099
Cyp1a1,5100
Cyp1a2,5101
Cyp1b1,5102
Cyp20a1,5103
Cyp21a1,5104
Cyp24a1,5105
Cyp26a1,5106
Cyp26b1,5107
Cyp27a1,5108
Cyp27b1,5109
Cyp2a12,5110
Cyp2a4,5111
Cyp2a5,5112
Cyp2ab1,5113
Cyp2b10,5114
Cyp2b23,5115
Cyp2c23,5116
Cyp2c55,5117
Cyp2c65,5118
Cyp2c70,5119
Cyp2d10,5120
Cyp2d22,5121
Cyp2d26,5122
Cyp2d40,5123
Cyp2d9,5124
Cyp2e1,5125
Cyp2f2,5126
Cyp2g1,5127
Cyp2j12,5128
Cyp2j13,5129
Cyp2j5,5130
Cyp2j6,5131
Cyp2j8,5132
Cyp2j9,5133
Cyp2r1,5134
Cyp2s1,5135
Cyp2u1,5136
Cyp39a1,5137
Cyp3a11,5138
Cyp3a13,5139
Cyp3a57,5140
Cyp46a1,5141
Cyp4a10,5142
Cyp4a12b,5143
Cyp4a14,5144
Cyp4b1,5145
Cyp4f13,5146
Cyp4f14,5147
Cyp4f15,5148
Cyp4f16,5149
Cyp4f17,5150
Cyp4f18,5151
Cyp4f39,5152
Cyp4f40,5153
Cyp4v3,5154
Cyp4x1,5155
Cyp4x1os,5156
Cyp51,5157
Cyp7a1,5158
Cyp7b1,5159
Cypt12,5160
Cyren,5161
Cys1,5162
Cysltr1,5163
Cysltr2,5164
Cysrt1,5165
Cystm1,5166
Cyth1,5167
Cyth2,5168
Cyth3,5169
Cyth4,5170
Cytip,5171
Cytl1,5172
Cyyr1,5173
Czib,5174
D030018L15Rik,5175
D030025E07Rik,5176
D030025P21Rik,5177
D030028A08Rik,5178
D030034A15Rik,5179
D030045P18Rik,5180
D030046N08Rik,5181
D030047H15Rik,5182
D030051J21Rik,5183
D030055H07Rik,5184
D030056L22Rik,5185
D030068K23Rik,5186
D10Wsu102e,5187
D11Wsu47e,5188
D130009I18Rik,5189
D130017N08Rik,5190
D130020L05Rik,5191
D130040H23Rik,5192
D130043K22Rik,5193
D130058E05Rik,5194
D130062J10Rik,5195
D130079A08Rik,5196
D14Ertd670e,5197
D16Ertd472e,5198
D17H6S53E,5199
D1Ertd622e,5200
D230022J07Rik,5201
D230025D16Rik,5202
D230030E09Rik,5203
D2hgdh,5204
D330023K18Rik,5205
D330041H03Rik,5206
D330050G23Rik,5207
D330050I16Rik,5208
D3Ertd751e,5209
D430001F17Rik,5210
D430018E03Rik,5211
D430019H16Rik,5212
D430020J02Rik,5213
D430036J16Rik,5214
D430040D24Rik,5215
D430041D05Rik,5216
D430042O09Rik,5217
D530033B14Rik,5218
D530049I02Rik,5219
D5Ertd579e,5220
D5Ertd605e,5221
D5Ertd615e,5222
D630003M21Rik,5223
D630011A20Rik,5224
D630014O11Rik,5225
D630023F18Rik,5226
D630024D03Rik,5227
D630029K05Rik,5228
D630033O11Rik,5229
D630036H23Rik,5230
D630039A03Rik,5231
D630044L22Rik,5232
D630045J12Rik,5233
D6Ertd474e,5234
D6Ertd527e,5235
D6Wsu163e,5236
D730003I15Rik,5237
D730003K21Rik,5238
D730045A05Rik,5239
D730045B01Rik,5240
D7Ertd128e,5241
D7Ertd443e,5242
D830025C05Rik,5243
D830026I12Rik,5244
D830030K20Rik,5245
D830035M03Rik,5246
D830036C21Rik,5247
D830039M14Rik,5248
D830044D21Rik,5249
D830050J10Rik,5250
D8Ertd738e,5251
D930007J09Rik,5252
D930007P13Rik,5253
D930015M05Rik,5254
D930016D06Rik,5255
D930019O06Rik,5256
